mp,glow,plow,mg,phigh,freq,ghigh
-0.03288511782139897,0.1347586204541804,0.1413716694115405,0.8629270012390282,0.14765485471872025,0.2,0.13830452234013735
-0.059996563465653546,0.086650613080278,0.19792033717615673,0.887371583007689,0.1759291886010285,0.3,0.0861573721923593
-0.055897974177284065,0.22901652319686805,0.19477874452256702,0.9390217473550766,0.20734511513692636,0.5,0.23615931332057882
-0.2049026917483505,0.35146231285643503,0.21048670779051573,1.0761261244148506,0.15393804002590025,0.7,0.3406323386319392
-0.2303737452743091,0.37871756387475275,0.36128315516282594,1.1214021516040704,0.3141592653589793,1.1,0.4082021560390696
-0.5714272470341425,0.255321927509346,0.2984513020910299,1.2009152040049629,0.2921681167838509,1.3,0.2816011513283949
-0.7811970020195153,0.683041366274507,0.36128315516282605,1.6022137126433944,0.4052654523130833,1.7,0.726844503653866
-1.0967419924541504,0.5907030078447917,0.5057964172279565,1.5602364360745682,0.6031857894892403,1.9,0.7239185897549052
-1.555486709164117,0.6963858840866993,0.8262388678941153,1.654548814184225,0.5560618996853934,2.3,0.9868733174359812
-2.403192580949044,0.7964169540796808,1.1026990214100172,0.9606971082321997,1.2723450247038661,2.9,0.9413020098447406
-2.628378229348892,0.20546776936652933,0.74769905155437,0.45725160338009696,0.6534512719466776,3.7,0.25431140578868106
-2.5650227534205454,0.1550855931113382,1.0461503536454009,0.35303360911746706,0.7634070148223198,4.3,0.26711122424439115
-2.730248303399264,0.24509949169752407,1.143539725906685,0.2931498524677926,1.2566370614359168,5.3,0.2868068275268441
-2.8533523370488507,0.1800934664060818,0.7288494956328315,0.28779727974825287,0.6565928646002672,6.1,0.1985794646302816
-3.6922466722713687,0.20109678863400868,2.7991590543485056,0.22856229409113374,2.4661502330679874,7.9,0.4726159040495884
-4.275464884176935,0.15897746833124854,1.1403981332530946,0.21494955939361127,1.3257520998148928,8.9,0.2253642236303089
-5.883245800461114,0.0271845548995625,3.141592653589793,0.034751843505330664,1.617920216598744,11.3,0.5539832100234324
-7.564407510280916,0.07204277427591055,3.091327171132356,0.08510126512254906,2.2273891913951633,13.7,0.2344476873598993
