pt1_cam1_X,pt1_cam1_Y
530.408220,402.862669
529.993487,402.118782
529.656287,403.627617
530.686563,402.191451
529.174166,402.129249
528.953224,402.181371
528.890913,403.219695
529.997600,402.173000
530.913470,401.712375
532.964770,402.627195
534.961784,401.789451
535.837717,403.746096
536.357919,404.397393
537.707351,403.919058
539.781594,402.976976
540.968857,402.897027
542.597911,401.826958
542.331795,401.677011
543.025254,403.827509
544.245628,401.177994
542.838510,404.388104
543.858445,402.834415
545.227935,400.343026
546.904905,401.665377
548.269776,401.337599
550.261219,401.946414
553.090479,401.761393
553.425125,404.793563
555.140956,404.056870
557.097604,402.968069
558.889524,405.142178
560.642182,403.299771
561.222029,403.519977
562.759449,402.059875
561.933373,407.171957
562.481451,402.542221
562.115590,403.209625
561.443964,401.435326
560.702447,402.035680
560.698744,401.869802
561.923638,400.288748
562.297318,400.680029
562.582246,401.886820
562.825560,401.557101
563.885403,400.974110
564.482663,402.244975
564.068118,403.097703
564.348956,403.338948
564.900855,402.584399
565.478407,402.616782
564.913741,402.606163
563.677196,402.981178
563.906922,402.635098
561.931563,402.358991
559.513198,401.623483
557.067364,402.193644
556.063639,400.947471
554.312662,400.362215
553.210625,400.734783
552.111296,400.799473
550.005678,402.853375
550.334250,402.082688
550.786912,401.016202
551.880361,403.190545
552.967198,404.074482
555.781460,401.982146
557.938235,404.770004
561.336079,403.073074
562.622195,404.143606
565.067580,404.123650
566.904280,403.605449
569.935272,402.926593
571.137045,402.621539
573.445375,402.523379
573.931769,401.489848
576.281316,401.437702
575.427900,401.593359
573.899165,400.893949
574.007599,401.098071
573.771629,400.512818
573.627830,401.248604
574.308494,400.459573
574.476399,400.647505
574.003924,400.984653
574.327586,401.494382
575.158162,401.927082
574.118508,403.374636
576.257184,402.894213
576.853779,403.172369
579.754821,404.193413
580.778017,403.568102
581.388399,403.164938
583.607234,403.504072
585.498734,402.955596
585.694026,403.173592
587.509330,403.283934
591.034735,402.183869
591.012181,402.829330
593.471803,402.109012
595.563013,401.907557
596.854503,401.465787
600.232299,401.260412
601.114342,401.259295
601.662243,401.311363
601.523678,401.755972
600.937508,401.793033
599.845818,401.801364
598.066790,401.345254
598.121799,401.258208
596.490704,401.387610
593.762198,401.414053
594.275949,401.828844
592.662126,402.167777
594.317988,401.913889
593.522375,402.253830
593.648096,402.981651
594.609157,403.480844
596.682930,403.794073
596.851040,404.051791
598.442954,404.134504
599.937298,403.675872
601.666681,403.887870
602.555831,403.289566
601.606314,403.192905
602.051240,402.235119
602.590324,402.209985
602.395914,401.491981
601.738465,401.034888
602.432583,400.620118
603.297289,400.485682
604.671434,401.064420
605.340541,400.882422
608.666583,401.160854
610.462356,401.890717
613.902705,402.601728
618.122600,403.198914
621.861312,403.919868
624.467037,404.430589
628.069955,405.314706
629.735578,404.206704
632.541255,404.949319
634.631053,404.691889
636.301764,403.890346
637.604025,403.742188
638.878734,402.614819
640.012616,402.556298
640.196119,401.262091
641.210888,402.318577
641.484289,401.495755
641.607404,401.133704
642.676334,401.928504
643.631846,401.740656
644.455605,402.626384
644.259476,402.931117
646.459262,403.422699
646.581332,403.896768
647.820646,403.890268
647.676107,404.407105
647.892231,404.681305
646.627056,404.830678
645.948910,404.713037
646.362974,404.448390
645.144487,403.674398
644.127166,403.857211
644.054326,403.677649
643.448908,403.427731
642.179000,402.592148
642.354030,403.446486
641.456915,402.187855
641.405690,402.898723
642.211498,402.840891
643.187717,402.162291
643.742088,402.818404
643.907637,402.920894
644.795350,403.582019
645.672297,403.864466
645.585425,404.096857
645.360663,404.105066
644.998192,403.970240
644.025421,403.486284
642.925627,403.802536
641.741175,403.204213
640.073875,402.746575
637.179233,402.946115
634.456985,402.744917
631.506417,402.530528
628.553148,402.529583
624.379619,401.868067
621.729364,401.876095
618.907682,401.949439
615.878021,401.910009
614.916579,402.484611
612.447654,402.439856
610.216659,402.715792
608.020095,403.336440
605.623459,402.634333
603.014834,402.808344
600.960826,403.317456
599.513613,403.697803
598.788973,403.009529
596.524173,403.324142
597.301113,403.156557
597.243738,402.955052
596.516839,402.665273
596.385056,401.982564
596.264286,402.016917
595.872078,402.827293
594.402880,402.242817
594.899945,402.150823
595.727882,402.316182
593.835891,402.360296
594.332005,401.636964
592.732269,402.330304
589.075705,401.900180
587.613320,401.733523
586.296660,401.870977
581.660415,401.305346
580.781673,402.059319
578.711410,400.524295
575.778533,401.786308
576.193027,401.443794
576.257483,401.868365
576.744227,402.830099
577.334800,402.810935
578.511634,403.067820
579.650323,403.143407
581.390448,404.347545
582.408847,404.053254
583.154302,403.752989
584.763700,403.447486
584.986985,403.706288
583.759608,402.287240
582.963135,401.904463
583.200540,402.278187
579.715320,400.998028
577.835343,401.280345
575.895813,399.992210
575.898835,399.668667
574.994740,399.902923
574.392793,400.189491
573.818348,400.007063
574.583939,401.140042
575.657053,401.972672
577.412258,402.714981
578.430433,403.123376
578.996965,403.670637
581.654317,404.123753
583.520022,403.899815
584.644532,404.671190
583.662290,404.032624
583.821745,403.268277
584.470536,403.204703
585.698498,402.462740
584.225298,401.857438
584.853775,401.853113
581.939107,401.094923
582.597715,400.430329
580.943466,400.222086
580.657511,400.709825
580.444998,399.697410
580.509117,400.257085
580.836671,400.929287
583.399337,401.474305
582.450645,402.082243
585.088378,402.529644
584.401364,402.857160
586.227530,403.687045
585.974707,403.718886
586.166642,403.819834
588.359771,403.633362
587.894118,403.598928
587.576577,403.097918
588.095340,403.517385
587.734315,402.175292
586.807871,402.074094
587.211939,401.892513
588.738734,401.641095
588.861940,401.639739
589.692713,401.174559
591.793021,402.648613
591.679385,401.267538
593.569820,401.696641
594.651839,401.977151
597.246024,402.003478
597.878190,403.224903
596.276348,403.053033
597.677035,403.005292
597.817965,402.681673
598.015262,402.601218
596.958505,402.325816
597.860809,402.440285
597.147835,402.045457
596.765907,402.327882
597.122880,401.681262
596.516900,401.956404
594.978476,401.968089
595.001529,402.117845
596.580182,402.268197
595.790628,402.409735
597.013498,402.175389
598.067884,402.348336
598.811683,402.904256
599.414036,402.968270
599.110576,402.551481
597.917519,402.569133
598.086403,402.937329
600.278162,402.813807
600.629664,402.676922
600.659295,402.227317
601.956358,401.985684
602.658006,401.906966
603.286132,402.246595
605.819839,402.005650
606.883808,402.223641
608.529376,402.368508
609.376201,403.076321
610.526485,402.920174
611.053359,403.255894
610.932789,402.846731
611.418884,402.605512
610.661066,402.542852
610.131485,402.342678
609.244379,402.509399
608.377660,402.345710
607.169134,401.711120
607.600590,401.552743
607.054635,401.536540
607.822664,401.619545
609.092263,402.328570
609.692627,401.929397
612.022356,402.775388
614.041280,402.652438
616.916816,403.664364
619.504832,404.499617
621.554893,403.377364
623.521931,404.177602
624.783462,404.097332
623.925739,403.795330
624.676104,403.370588
623.936908,402.839049
622.593306,401.823184
621.324861,401.702623
618.645273,400.742825
617.066057,400.737634
614.529815,400.185177
611.758198,400.434186
609.921178,400.568329
606.137541,400.845501
606.175541,401.246758
604.633198,402.189750
603.886548,401.810948
603.013072,403.128936
604.187189,403.327239
603.730107,403.854174
605.027102,404.500447
604.398282,404.476968
604.555692,404.906246
604.818609,403.919959
605.486618,404.026715
606.659430,403.962482
605.527876,403.139365
605.918460,402.581741
605.872809,401.621052
604.944246,401.667875
605.415100,401.253984
605.233154,400.846481
605.405041,400.095114
606.205219,400.046258
606.836887,400.614026
607.888605,401.391447
607.995914,401.412616
608.808283,401.887570
608.379645,401.992604
609.929959,403.309062
611.355121,403.249695
610.951597,403.402854
610.985789,403.601301
610.719295,403.677710
609.773278,403.529412
609.198596,402.792387
608.432183,402.985653
606.589161,402.693977
605.553537,401.648385
604.388220,401.712748
603.518121,401.597806
602.140761,401.383668
601.474509,401.222503
601.364366,401.291514
600.563151,401.885242
597.781875,401.672209
597.397384,402.106169
597.421848,402.381154
595.387613,401.782058
594.334330,402.223304
592.677512,402.648779
591.389312,402.663875
588.302649,403.026213
586.588891,402.508436
583.243436,402.682426
581.715882,402.068367
581.151854,401.986788
580.278500,402.009579
579.637713,402.472067
579.482459,402.218939
580.323103,402.850610
580.551672,402.999041
579.456589,402.191289
579.200482,402.125870
578.636403,402.570416
578.045375,402.223415
578.511394,402.766047
577.110939,402.322276
577.567340,402.015800
576.094306,402.333919
576.273430,401.674956
576.918674,402.137544
576.326422,401.716820
573.991303,401.837246
573.136660,402.304405
573.159457,402.529636
574.441627,402.178603
574.095399,402.893523
574.599698,402.237435
574.713555,403.124794
573.537466,404.019710
574.429053,403.185167
574.336906,403.140585
572.829079,402.518941
571.790352,402.786181
570.797146,403.140693
569.384370,402.440297
569.260256,401.221421
568.014947,401.864402
566.818897,401.869691
566.747526,401.816003
568.774257,401.788227
567.855809,401.595869
569.046646,401.662580
569.672076,403.876720
572.103624,402.578896
573.566104,402.845924
574.722992,402.230838
576.383948,402.806605
577.354914,403.298255
577.274140,402.484369
577.232395,402.728135
576.639802,402.014049
575.400526,402.385158
573.382963,401.196514
571.249529,402.086366
567.044028,400.921502
564.674719,400.400436
560.467288,400.579016
555.472303,401.151229
552.641419,400.080260
549.051044,401.016377
545.749643,401.327307
545.190283,402.286779
542.880900,402.217461
542.947732,403.278360
542.258398,405.496986
543.231360,403.547838
542.784517,405.998276
543.746131,404.394166
545.112529,404.912457
546.193627,404.928386
547.814543,404.265345
548.585180,404.187297
547.857631,405.354028
547.746058,403.112823
547.410305,401.502454
547.408760,401.678282
547.687392,400.606253
548.097155,401.325423
548.243408,399.529991
547.579457,400.345714
548.882696,398.771091
549.295310,401.875879
549.650739,401.931140
551.910815,400.922233
551.801106,402.104191
552.698044,402.579403
552.921745,404.101526
554.109707,403.890345
554.088281,404.171712
554.388320,404.198396
554.313704,404.048212
553.924541,404.785121
554.046231,405.600409
553.747699,402.716155
554.776834,401.782235
553.988478,403.456280
553.500613,403.163258
553.433006,402.975626
553.415854,401.892628
553.477544,401.802160
553.528859,401.928603
553.321563,402.001198
554.168059,401.066745
552.757826,402.129510
552.513836,401.385562
551.179589,403.855675
551.069546,404.549943
549.542095,403.601957
549.686006,401.180736
549.567394,402.599805
549.028516,403.316301
550.140643,401.900093
550.173227,402.947007
549.937456,403.135065
551.725308,403.249143
553.031982,402.823054
552.437934,403.921644
553.757852,405.474946
553.791020,403.391704
555.302469,402.641970
555.917172,403.005225
555.575187,403.791237
555.985270,403.016071
555.277477,404.602392
555.556053,400.964241
555.583281,401.702853
555.470587,401.744704
555.283930,400.336638
553.861683,401.229687
554.584564,401.011752
554.420191,402.098457
555.487575,401.898985
555.437590,401.816295
556.354229,401.984932
557.067380,402.208083
555.608819,402.998789
555.748195,406.614811
557.424406,402.653267
557.012130,403.923326
557.995046,402.924261
558.265665,404.626803
559.201216,402.507118
557.023291,402.432425
557.604355,402.761529
557.094944,404.075319
559.713745,402.116354
559.568213,402.066269
561.841811,401.140746
562.287535,402.035348
563.641403,401.685008
564.493400,403.090119
566.950252,402.842271
571.087517,402.479682
573.031281,403.146128
575.798074,402.557708
579.252282,402.712283
580.136010,402.872910
581.608642,402.920717
582.463336,402.938645
581.868276,402.799447
584.369056,403.278820
582.536555,401.981249
582.650528,401.145950
581.529903,401.678544
580.598002,401.018073
580.076878,400.856382
578.747027,400.863623
578.726448,400.851695
577.880413,401.046727
579.629403,401.341436
581.512552,401.858566
584.477493,402.740852
585.959138,402.909087
590.268222,403.833136
592.356769,403.913719
594.017332,404.144089
594.954699,404.255390
596.646828,404.576280
599.593578,403.999958
600.431035,403.659930
599.992288,402.682058
600.550664,402.090216
599.693253,401.581317
600.919606,402.352806
599.741630,401.041926
599.359655,400.215474
597.883752,400.085157
597.829945,400.023227
596.392161,400.804818
595.310454,401.081539
594.409906,401.112810
591.833401,401.934883
591.697243,402.859645
591.237296,402.787600
589.671770,403.086776
589.325601,403.704648
588.787379,403.535974
587.746319,403.652161
586.719020,403.600198
586.470929,402.514087
585.000282,403.072052
586.266295,402.884770
586.559439,402.802430
588.479248,402.962618
588.329421,401.977027
587.857533,402.779929
586.238627,402.290147
586.154388,401.522848
584.670059,401.273538
584.659290,401.419533
582.608485,401.277250
580.575761,400.987062
578.711335,400.915249
576.648222,400.951841
575.068061,400.990259
573.506930,400.968739
572.160685,402.003802
570.653698,400.962391
569.971463,402.737784
570.590511,403.063614
570.309763,404.682239
571.504738,403.529267
572.672970,403.334270
573.119394,403.543901
573.420381,403.645514
574.217380,403.201802
574.656974,404.191682
575.330936,403.514825
576.260352,402.656465
575.800027,402.658505
576.161818,401.382323
575.396801,402.246415
574.641459,400.977030
574.300224,400.608514
572.908198,399.961610
573.653670,400.795308
573.678420,400.507034
574.886327,400.717649
573.973045,401.088888
574.817606,402.294692
576.070134,401.933392
578.258807,403.281555
576.897257,402.905285
578.666951,403.051726
580.757916,404.740632
581.194208,403.089091
583.411235,402.955372
583.743621,403.743239
582.818167,403.633942
582.709570,402.950266
583.533913,402.003333
582.435280,402.955731
581.668307,401.415037
581.624494,401.450833
580.748186,401.423554
581.456958,400.834437
581.618132,400.341666
581.623366,400.868010
583.099601,401.007158
584.748316,402.640402
586.114701,401.931416
586.637683,402.752984
588.167583,402.637585
587.590326,403.328656
587.655617,403.250494
590.034278,403.720138
589.226115,404.229065
588.590093,403.267045
588.272383,402.981382
587.721128,402.710579
584.965452,402.785547
583.925606,401.918472
582.699219,401.097065
583.362154,401.768612
581.750076,401.244909
581.604224,401.075893
583.780403,401.589948
584.530275,401.402850
583.128149,400.792372
583.522462,402.052629
583.727975,401.955019
583.737844,402.702906
583.674148,403.366442
583.479542,403.100911
582.893139,403.015442
581.472156,402.359345
580.719011,401.602517
578.049799,402.171108
576.220610,401.847688
573.594442,401.070091
570.767230,401.695868
569.580051,401.514143
566.925209,401.932535
565.729187,400.905212
562.648523,401.430500
559.106965,401.582337
555.657457,402.371873
554.432497,403.050403
551.901964,402.274119
549.367724,403.827940
547.827381,402.929897
545.952453,402.909502
545.804011,404.070737
544.312685,404.654789
543.722885,403.213019
543.784494,405.573662
545.246777,405.317021
545.838458,403.417075
547.621000,403.284695
550.570155,402.748868
551.702312,403.216220
553.893382,403.227056
555.000873,403.125527
557.605045,402.983703
557.412020,403.906059
558.316359,403.170261
559.064891,402.250578
558.489551,401.978153
557.470038,402.773644
559.393439,400.495102
558.290597,401.659911
556.235841,399.904694
554.030669,401.748050
551.917363,403.550124
551.804442,402.240170
550.648064,401.997978
550.095574,401.542161
549.833606,404.714442
549.790721,402.084973
550.140889,404.010995
550.425255,403.342458
550.224043,404.012069
550.434247,405.104469
553.159540,403.635704
553.207926,403.534576
553.694765,403.321201
553.091384,403.959537
554.103074,402.087828
552.631887,403.197242
551.995532,402.152527
550.958604,401.753738
548.844101,400.965611
548.327141,400.596760
546.979910,403.476544
546.217544,401.980109
545.441404,401.088174
546.367699,401.189932
543.040515,401.188922
543.673970,402.894760
543.877510,403.924674
546.177998,401.904251
546.279881,404.736712
547.402113,405.768174
548.611996,403.184624
549.019430,404.291578
549.508611,403.462086
550.497717,403.620805
550.312016,403.961859
550.100226,403.993234
549.041028,402.966956
548.683508,401.994122
548.220697,401.002269
546.848448,401.026593
547.664529,400.152042
548.209117,401.811261
549.392967,400.429249
548.774316,401.941981
549.935014,400.434607
550.952374,402.766653
552.888328,401.467327
553.787561,401.906648
555.522026,403.249175
557.606623,403.259077
558.157771,404.988531
561.249867,403.551856
562.379561,404.059584
562.774615,403.502192
565.173494,402.818448
565.574091,402.507491
567.328869,402.968712
570.039864,401.906309
570.806739,401.140261
573.511914,401.815556
575.888247,400.552933
577.909325,400.985224
579.481589,401.096998
581.657429,401.268311
582.888900,401.809829
584.261863,401.888470
585.390139,401.908979
586.568415,401.971038
587.357666,402.035966
587.622963,401.974096
587.430230,401.974495
587.348815,401.919138
586.346488,401.975081
584.808648,401.958296
584.646906,401.858154
584.455894,401.923738
584.413718,402.080564
584.115274,402.121273
583.711976,402.665510
585.167725,401.940424
582.706911,402.168636
582.843714,402.087184
581.831184,402.151271
581.631661,402.147728
581.826168,402.520820
580.672660,402.058682
580.718557,402.665002
582.319266,402.591183
582.223738,402.197885
582.623281,401.958473
583.539263,401.977320
585.387338,402.062476
588.364942,402.656309
589.878427,401.932461
592.754267,402.059915
595.649752,402.705510
596.720318,402.948507
600.374713,402.506358
602.612887,403.091294
604.272362,403.537665
604.247545,403.104049
605.458738,402.817259
605.287329,402.190403
604.113527,401.912500
603.944781,401.995806
603.535042,401.742874
602.603933,401.055300
599.793460,400.942820
599.376074,401.823856
598.291282,400.667284
597.680802,401.077376
597.540983,402.181872
595.417036,402.219542
598.291366,402.488751
596.892430,402.674915
599.468578,403.015721
599.268448,403.545053
602.601052,403.696590
604.451640,403.911723
606.297558,404.388709
607.292716,404.357609
608.465352,403.985148
608.662376,403.267771
608.279300,402.893882
607.467189,401.817953
